good_model,bad_model,source,run_id,n_rounds,total_score,discovered_optimal,discovery_round,last_optimal_round,hard_abandoned,abandoned_to_safe,post_discovery_optimal_share,final_optimal_share,final_safe_share,trajectory
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r138.log,29,528.0,True,10.0,29.0,False,False,0.75,0.9,0.0,discovered_retained
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r139.log,30,240.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r140.log,30,240.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r141.log,24,344.0,True,6.0,23.0,False,False,0.5263157894736842,0.4,0.0,discovered_retained
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r142.log,29,472.0,True,4.0,29.0,False,False,0.46153846153846156,0.4,0.0,discovered_retained
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r143.log,29,422.0,True,9.0,27.0,False,False,0.2857142857142857,0.4,0.0,discovered_retained
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r144.log,29,390.0,True,9.0,9.0,True,False,0.047619047619047616,0.0,0.0,discovered_then_abandoned
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r145.log,30,240.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r146.log,29,346.0,True,6.0,29.0,False,False,0.4166666666666667,0.4,0.3,discovered_retained
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r147.log,19,284.0,True,8.0,19.0,False,False,0.5833333333333334,0.5,0.0,discovered_retained
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r148.log,30,240.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r149.log,29,232.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r150.log,29,460.0,True,4.0,29.0,False,False,0.19230769230769232,0.4,0.1,discovered_retained
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r151.log,30,240.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r152.log,29,396.0,True,14.0,29.0,False,False,0.5,0.4,0.2,discovered_retained
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r154.log,24,244.0,True,4.0,24.0,False,False,0.47619047619047616,0.4,0.2,discovered_retained
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r155.log,30,240.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r156.log,29,468.0,True,13.0,29.0,False,False,0.6470588235294118,0.5,0.0,discovered_retained
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r157.log,29,232.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r158.log,30,240.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r159.log,21,240.0,True,13.0,21.0,False,False,0.4444444444444444,0.4,0.1,discovered_retained
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r160.log,29,418.0,True,4.0,13.0,True,False,0.19230769230769232,0.0,0.2,discovered_then_abandoned
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r161.log,16,248.0,True,8.0,14.0,False,False,0.7777777777777778,0.7,0.0,discovered_retained
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r162.log,30,240.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r163.log,30,240.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r164.log,29,316.0,True,12.0,12.0,True,False,0.05555555555555555,0.0,0.3,discovered_then_abandoned
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r165.log,30,424.0,True,11.0,11.0,True,False,0.05,0.0,0.1,discovered_then_abandoned
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r166.log,29,226.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r167.log,29,512.0,True,10.0,27.0,False,False,0.3,0.3,0.2,discovered_retained
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r168.log,29,482.0,True,6.0,29.0,False,False,0.5416666666666666,0.3,0.0,discovered_retained
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r169.log,29,408.0,True,12.0,12.0,True,False,0.05555555555555555,0.0,0.2,discovered_then_abandoned
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r170.log,30,240.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r171.log,29,538.0,True,7.0,28.0,False,False,0.34782608695652173,0.3,0.1,discovered_retained
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r172.log,27,216.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r173.log,28,476.0,True,4.0,28.0,False,False,0.52,0.3,0.0,discovered_retained
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r174.log,27,222.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r175.log,19,228.0,True,4.0,11.0,True,True,0.25,0.1,0.8,discovered_then_abandoned
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r176.log,29,278.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r177.log,27,328.0,True,4.0,27.0,False,False,0.2916666666666667,0.4,0.3,discovered_retained
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r178.log,27,444.0,True,5.0,25.0,False,False,0.391304347826087,0.4,0.1,discovered_retained
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r179.log,26,208.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r180.log,26,208.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r181.log,11,124.0,True,8.0,9.0,False,False,0.5,0.2,0.0,discovered_retained
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r182.log,25,200.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4o-mini,no_evil_model,async_solo_topup_20260331_014640,async_solo_topup_20260331_014640:gpt-4o-mini_r183.log,6,124.0,True,6.0,6.0,False,False,1.0,0.16666666666666666,0.16666666666666666,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r001.log,30,252.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r002.log,30,488.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r003.log,30,584.0,True,4.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r004.log,30,240.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r005.log,30,254.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r006.log,30,380.0,True,5.0,5.0,True,False,0.038461538461538464,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r007.log,29,514.0,True,4.0,5.0,True,False,0.07692307692307693,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r008.log,30,294.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r009.log,30,668.0,True,4.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r010.log,25,538.0,True,4.0,25.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r011.log,30,254.0,True,5.0,5.0,True,False,0.038461538461538464,0.0,1.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r012.log,30,636.0,True,4.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r013.log,30,366.0,True,9.0,9.0,True,False,0.045454545454545456,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r014.log,30,468.0,True,4.0,23.0,True,True,0.6296296296296297,0.2,0.8,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r015.log,29,534.0,True,4.0,29.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r016.log,30,248.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r017.log,30,566.0,True,4.0,5.0,True,False,0.07407407407407407,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r018.log,30,384.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r019.log,29,290.0,True,4.0,4.0,True,False,0.038461538461538464,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r020.log,29,586.0,True,4.0,29.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r021.log,30,498.0,True,4.0,7.0,True,False,0.14814814814814814,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r022.log,30,524.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r023.log,30,274.0,True,4.0,6.0,True,False,0.1111111111111111,0.0,1.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r024.log,30,596.0,True,4.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r025.log,30,632.0,True,4.0,30.0,False,False,0.8518518518518519,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r026.log,30,240.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r027.log,30,564.0,True,4.0,30.0,False,False,0.9629629629629629,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r028.log,30,238.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r029.log,30,332.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r030.log,29,594.0,True,4.0,29.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r031.log,30,536.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r032.log,30,632.0,True,4.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r033.log,30,648.0,True,4.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r034.log,29,498.0,True,4.0,5.0,True,False,0.07692307692307693,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r035.log,29,526.0,True,4.0,29.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r036.log,30,622.0,True,7.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r037.log,30,240.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r038.log,30,238.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r039.log,30,608.0,True,4.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r040.log,29,556.0,True,5.0,29.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r041.log,30,546.0,True,8.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r042.log,30,246.0,True,8.0,9.0,True,True,0.08695652173913043,0.0,1.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r043.log,29,400.0,True,4.0,4.0,True,False,0.038461538461538464,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r044.log,30,228.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r045.log,30,228.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r046.log,30,240.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r047.log,29,338.0,True,4.0,4.0,True,False,0.038461538461538464,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r048.log,30,446.0,True,6.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r049.log,30,624.0,True,4.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r050.log,30,600.0,True,4.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r051.log,29,586.0,True,4.0,29.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r052.log,30,620.0,True,4.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r053.log,30,708.0,True,4.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r054.log,30,466.0,True,4.0,5.0,True,False,0.07407407407407407,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r055.log,29,562.0,True,4.0,29.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r056.log,29,462.0,True,4.0,5.0,True,False,0.07692307692307693,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r057.log,30,632.0,True,4.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r058.log,29,630.0,True,4.0,29.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r059.log,30,636.0,True,4.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r060.log,30,526.0,True,7.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r061.log,30,656.0,True,4.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r062.log,30,364.0,True,4.0,5.0,True,False,0.07407407407407407,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r063.log,29,538.0,True,5.0,29.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r064.log,30,466.0,False,,,False,False,,0.0,0.0,never_discovered
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r065.log,29,582.0,True,4.0,29.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r066.log,30,228.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r067.log,30,272.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r068.log,30,576.0,True,4.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r069.log,29,538.0,True,4.0,29.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r070.log,30,562.0,True,5.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r071.log,30,240.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r072.log,30,238.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r073.log,29,446.0,True,4.0,7.0,True,False,0.15384615384615385,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r074.log,30,600.0,True,4.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r075.log,30,654.0,True,7.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r076.log,29,538.0,True,4.0,29.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r077.log,30,324.0,False,,,False,False,,0.0,0.0,never_discovered
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r078.log,29,586.0,True,4.0,29.0,False,False,1.0,1.0,0.0,discovered_retained
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r079.log,30,440.0,True,4.0,6.0,True,False,0.1111111111111111,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r080.log,29,402.0,False,,,False,False,,0.0,0.0,never_discovered
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r081.log,30,254.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r082.log,29,500.0,True,4.0,4.0,True,False,0.038461538461538464,0.0,0.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r083.log,29,406.0,False,,,False,False,,0.0,0.0,never_discovered
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r084.log,30,228.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r085.log,30,250.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r086.log,30,284.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-5.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-5.1_vs_gpt-4.1_r087.log,30,644.0,True,4.0,30.0,False,False,1.0,1.0,0.0,discovered_retained
