good_model,bad_model,source,run_id,n_rounds,total_score,discovered_optimal,discovery_round,last_optimal_round,hard_abandoned,abandoned_to_safe,post_discovery_optimal_share,final_optimal_share,final_safe_share,trajectory
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r001.log,30,240.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r002.log,30,450.0,True,4.0,20.0,True,True,0.48148148148148145,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r003.log,30,438.0,True,4.0,16.0,True,True,0.2962962962962963,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r004.log,30,292.0,True,4.0,8.0,True,True,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r005.log,30,304.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r006.log,30,300.0,True,4.0,8.0,True,True,0.18518518518518517,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r007.log,30,310.0,True,4.0,10.0,True,True,0.18518518518518517,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r008.log,30,258.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r009.log,30,272.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r010.log,30,386.0,True,4.0,16.0,True,True,0.2222222222222222,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r011.log,30,324.0,True,4.0,15.0,True,True,0.2222222222222222,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r012.log,30,242.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r013.log,30,350.0,True,4.0,11.0,True,True,0.2222222222222222,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r014.log,30,292.0,True,4.0,9.0,True,True,0.14814814814814814,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r015.log,30,368.0,True,4.0,13.0,True,True,0.2222222222222222,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r016.log,30,260.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r017.log,30,258.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r018.log,30,370.0,True,4.0,16.0,True,True,0.14814814814814814,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r019.log,30,292.0,True,5.0,5.0,True,False,0.038461538461538464,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r020.log,30,312.0,True,4.0,11.0,True,False,0.14814814814814814,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r021.log,30,278.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r022.log,30,312.0,True,4.0,8.0,True,False,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r023.log,30,456.0,True,4.0,19.0,True,True,0.5555555555555556,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r024.log,30,272.0,True,4.0,8.0,True,True,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r025.log,30,368.0,True,4.0,15.0,True,True,0.2222222222222222,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r026.log,30,290.0,True,4.0,10.0,True,True,0.1111111111111111,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r027.log,30,264.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r028.log,30,300.0,True,4.0,7.0,True,False,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r029.log,30,248.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r030.log,30,306.0,True,4.0,8.0,True,False,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r031.log,30,264.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r032.log,30,282.0,True,4.0,8.0,True,True,0.14814814814814814,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r033.log,30,264.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r034.log,30,314.0,True,4.0,11.0,True,True,0.18518518518518517,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r035.log,30,328.0,True,4.0,7.0,True,False,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r036.log,30,290.0,True,4.0,9.0,True,True,0.1111111111111111,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r037.log,30,262.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r038.log,30,310.0,True,4.0,11.0,True,False,0.1111111111111111,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r039.log,30,262.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r040.log,30,262.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r041.log,30,252.0,True,4.0,8.0,True,True,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r042.log,30,252.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r043.log,29,364.0,True,4.0,13.0,True,False,0.19230769230769232,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r044.log,29,340.0,True,4.0,9.0,True,False,0.15384615384615385,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r045.log,30,356.0,True,4.0,8.0,True,False,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r046.log,30,288.0,True,4.0,7.0,True,True,0.1111111111111111,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r047.log,30,350.0,True,4.0,11.0,True,False,0.14814814814814814,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r048.log,30,374.0,False,,,False,False,,0.0,0.0,never_discovered
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r049.log,30,322.0,True,4.0,13.0,True,True,0.14814814814814814,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r050.log,30,312.0,True,4.0,8.0,True,False,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r051.log,30,484.0,True,4.0,30.0,False,False,0.5185185185185185,1.0,0.0,discovered_retained
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r052.log,30,272.0,True,4.0,8.0,True,True,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r053.log,29,308.0,True,4.0,10.0,True,True,0.19230769230769232,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r054.log,30,278.0,True,4.0,6.0,True,False,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r055.log,30,392.0,True,4.0,11.0,True,False,0.14814814814814814,0.0,0.7,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r056.log,30,352.0,True,4.0,14.0,True,True,0.18518518518518517,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r057.log,30,296.0,True,4.0,8.0,True,True,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r058.log,30,308.0,True,4.0,11.0,True,False,0.1111111111111111,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r059.log,30,246.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r060.log,30,282.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r061.log,30,308.0,True,4.0,10.0,True,True,0.14814814814814814,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r062.log,30,246.0,True,4.0,5.0,True,True,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r063.log,30,372.0,True,4.0,12.0,True,True,0.3333333333333333,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r064.log,30,272.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r065.log,30,280.0,True,4.0,9.0,True,False,0.1111111111111111,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r066.log,30,272.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r067.log,30,310.0,False,,,False,False,,0.0,1.0,never_discovered
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r068.log,30,330.0,True,4.0,11.0,True,True,0.2962962962962963,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r069.log,30,240.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r070.log,30,264.0,True,7.0,7.0,True,True,0.041666666666666664,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r071.log,30,264.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r072.log,30,334.0,True,4.0,12.0,True,True,0.14814814814814814,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r073.log,30,274.0,True,4.0,8.0,True,True,0.1111111111111111,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r074.log,30,296.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r075.log,30,282.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r076.log,30,248.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r077.log,30,284.0,True,5.0,5.0,True,False,0.038461538461538464,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r078.log,30,272.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r079.log,30,318.0,True,4.0,9.0,True,True,0.2222222222222222,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r080.log,30,344.0,True,4.0,12.0,True,True,0.2222222222222222,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r081.log,30,228.0,True,5.0,5.0,True,True,0.038461538461538464,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r082.log,30,296.0,True,4.0,7.0,True,False,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r083.log,30,272.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r084.log,30,260.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r085.log,30,282.0,True,4.0,7.0,True,True,0.14814814814814814,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r086.log,30,244.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r087.log,30,260.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r088.log,30,244.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r089.log,30,308.0,True,4.0,10.0,True,True,0.14814814814814814,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r090.log,30,268.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r091.log,30,390.0,True,4.0,16.0,True,True,0.2962962962962963,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r092.log,30,260.0,True,4.0,8.0,True,True,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r093.log,30,394.0,True,4.0,15.0,True,True,0.25925925925925924,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r094.log,30,262.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r095.log,29,584.0,True,4.0,25.0,True,True,0.7692307692307693,0.6,0.4,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r096.log,30,236.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r097.log,30,248.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r098.log,30,252.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r099.log,30,290.0,True,4.0,9.0,True,False,0.1111111111111111,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r100.log,30,282.0,True,4.0,6.0,True,True,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r101.log,30,372.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,0.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r102.log,30,272.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r103.log,30,246.0,True,4.0,6.0,True,True,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r104.log,30,296.0,True,4.0,8.0,True,True,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r105.log,30,312.0,True,4.0,4.0,True,False,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r106.log,30,228.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r107.log,30,248.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r108.log,29,588.0,True,4.0,26.0,True,True,0.7692307692307693,0.7,0.3,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r109.log,30,276.0,True,4.0,7.0,True,False,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r110.log,30,272.0,True,4.0,8.0,True,True,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r111.log,30,228.0,True,4.0,4.0,True,True,0.037037037037037035,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r112.log,29,536.0,True,4.0,26.0,True,True,0.7307692307692307,0.7,0.3,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r113.log,30,516.0,True,4.0,24.0,True,True,0.7777777777777778,0.4,0.6,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r114.log,30,388.0,True,4.0,13.0,True,True,0.3333333333333333,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r115.log,30,306.0,True,4.0,10.0,True,True,0.1111111111111111,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r116.log,29,308.0,True,4.0,8.0,True,True,0.07692307692307693,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r117.log,30,456.0,True,4.0,18.0,True,True,0.4074074074074074,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r118.log,30,294.0,True,4.0,6.0,True,False,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r119.log,30,246.0,True,4.0,5.0,True,True,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r120.log,30,288.0,True,4.0,8.0,True,False,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r121.log,30,306.0,True,4.0,9.0,True,False,0.07407407407407407,0.0,1.0,discovered_then_abandoned
gpt-4.1,gpt-4.1,async_lattices_50x30_extra,async_lattices_50x30_extra:gpt-4.1_vs_gpt-4.1_r122.log,29,512.0,True,4.0,28.0,False,False,0.46153846153846156,0.5,0.0,discovered_retained
